,Drugname,Price,Form,Category,ID
19460,AXE DARK TEMPTION SPRAY 150ML,34,Ointment,Painkiller,19460
19461,AXE DARK TEMPTION SPRAY 150ML,34,Injection,Painkiller,19461
19462,AXE DARK TEMPTION SPRAY 150ML,34,Capsule,Antifungal,19462
19480,AXE DARK TEMPTION SPRAY 150ML,15,Syrup,Painkiller,19480
19481,AXE DARK TEMPTION SPRAY 150ML,15,Tablet,Antifungal,19481
19482,AXE DARK TEMPTION SPRAY 150ML,15,Capsule,Vitamin,19482
19483,AXE DARK TEMPTION SPRAY 150ML,15,Capsule,Antibiotic,19483
19484,AXE DARK TEMPTION SPRAY 150ML,15,Ointment,Painkiller,19484
19485,AXE DARK TEMPTION SPRAY 150ML,15,Injection,Antibiotic,19485
19486,AXE DARK TEMPTION SPRAY 150ML,15,Injection,Antiviral,19486
19487,AXE DARK TEMPTION SPRAY 150ML,15,Syrup,Painkiller,19487
19488,AXE DARK TEMPTION SPRAY 150ML,15,Tablet,Antiviral,19488
19489,AXE DARK TEMPTION SPRAY 150ML,15,Syrup,Vitamin,19489
19490,AXE DARK TEMPTION SPRAY 150ML,15,Syrup,Antibiotic,19490
19491,AXE DARK TEMPTION SPRAY 150ML,15,Syrup,Antifungal,19491
19492,AXE DARK TEMPTION SPRAY 150ML,15,Tablet,Painkiller,19492
19493,AXE DARK TEMPTION SPRAY 150ML,15,Tablet,Antiviral,19493
19494,AXE DARK TEMPTION SPRAY 150ML,15,Syrup,Antibiotic,19494
19495,AXE DARK TEMPTION SPRAY 150ML,15,Capsule,Antifungal,19495
19496,AXE DARK TEMPTION SPRAY 150ML,15,Syrup,Vitamin,19496
19497,AXE DARK TEMPTION SPRAY 150ML,24,Tablet,Painkiller,19497
19498,AXE DARK TEMPTION SPRAY 150ML,24,Ointment,Painkiller,19498
19499,AXE DARK TEMPTION SPRAY 150ML,24,Ointment,Painkiller,19499
19500,AXE DARK TEMPTION SPRAY 150ML,24,Ointment,Antiviral,19500
19501,AXE DARK TEMPTION SPRAY 150ML,24,Syrup,Vitamin,19501
19502,AXE DARK TEMPTION SPRAY 150ML,24,Tablet,Painkiller,19502
19503,AXE DARK TEMPTION SPRAY 150ML,24,Injection,Vitamin,19503
19504,AXE DARK TEMPTION SPRAY 150ML,24,Ointment,Painkiller,19504
19505,AXE DARK TEMPTION SPRAY 150ML,24,Capsule,Vitamin,19505
19506,AXE DARK TEMPTION SPRAY 150ML,24,Ointment,Antifungal,19506
19507,AXE DARK TEMPTION SPRAY 150ML,24,Tablet,Painkiller,19507
19508,AXE DARK TEMPTION SPRAY 150ML,24,Syrup,Painkiller,19508
19509,AXE DARK TEMPTION SPRAY 150ML,24,Injection,Antiviral,19509
19510,AXE DARK TEMPTION SPRAY 150ML,24,Tablet,Antiviral,19510
19511,AXE DARK TEMPTION SPRAY 150ML,24,Injection,Painkiller,19511
19512,AXE DARK TEMPTION SPRAY 150ML,24,Ointment,Antibiotic,19512
19513,AXE DARK TEMPTION SPRAY 150ML,24,Injection,Painkiller,19513
19548,AXE DARK TEMPTION SPRAY 150ML,18,Capsule,Vitamin,19548
19549,AXE DARK TEMPTION SPRAY 150ML,18,Injection,Vitamin,19549
19550,AXE DARK TEMPTION SPRAY 150ML,18,Injection,Vitamin,19550
19551,AXE DARK TEMPTION SPRAY 150ML,18,Tablet,Antiviral,19551
19552,AXE DARK TEMPTION SPRAY 150ML,18,Tablet,Vitamin,19552
19553,AXE DARK TEMPTION SPRAY 150ML,18,Tablet,Painkiller,19553
19554,AXE DARK TEMPTION SPRAY 150ML,18,Ointment,Antiviral,19554
19555,AXE DARK TEMPTION SPRAY 150ML,18,Capsule,Painkiller,19555
19556,AXE DARK TEMPTION SPRAY 150ML,18,Ointment,Antiviral,19556
19557,AXE DARK TEMPTION SPRAY 150ML,18,Syrup,Painkiller,19557
19558,AXE DARK TEMPTION SPRAY 150ML,18,Injection,Vitamin,19558
19559,AXE DARK TEMPTION SPRAY 150ML,18,Capsule,Antifungal,19559
19560,AXE DARK TEMPTION SPRAY 150ML,18,Tablet,Antiviral,19560
19561,AXE DARK TEMPTION SPRAY 150ML,18,Injection,Antiviral,19561
19562,AXE DARK TEMPTION SPRAY 150ML,18,Syrup,Vitamin,19562
19563,AXE DARK TEMPTION SPRAY 150ML,18,Tablet,Antibiotic,19563
19564,AXE DARK TEMPTION SPRAY 150ML,18,Capsule,Painkiller,19564
19582,AXE DARK TEMPTION SPRAY 150ML,21,Tablet,Antibiotic,19582
19583,AXE DARK TEMPTION SPRAY 150ML,21,Capsule,Antifungal,19583
19584,AXE DARK TEMPTION SPRAY 150ML,21,Injection,Antiviral,19584
19585,AXE DARK TEMPTION SPRAY 150ML,21,Tablet,Antiviral,19585
19586,AXE DARK TEMPTION SPRAY 150ML,21,Ointment,Antiviral,19586
19587,AXE DARK TEMPTION SPRAY 150ML,21,Capsule,Antibiotic,19587
19588,AXE DARK TEMPTION SPRAY 150ML,21,Tablet,Antiviral,19588
19589,AXE DARK TEMPTION SPRAY 150ML,21,Syrup,Antibiotic,19589
19590,AXE DARK TEMPTION SPRAY 150ML,21,Tablet,Antifungal,19590
19591,AXE DARK TEMPTION SPRAY 150ML,21,Syrup,Antiviral,19591
19592,AXE DARK TEMPTION SPRAY 150ML,21,Injection,Painkiller,19592
19593,AXE DARK TEMPTION SPRAY 150ML,21,Tablet,Painkiller,19593
19594,AXE DARK TEMPTION SPRAY 150ML,21,Syrup,Antiviral,19594
19595,AXE DARK TEMPTION SPRAY 150ML,21,Tablet,Antifungal,19595
19596,AXE DARK TEMPTION SPRAY 150ML,21,Injection,Antiviral,19596
19597,AXE DARK TEMPTION SPRAY 150ML,21,Tablet,Antibiotic,19597
19598,AXE DARK TEMPTION SPRAY 150ML,21,Capsule,Vitamin,19598
19667,AXE DARK TEMPTION SPRAY 150ML,27,Syrup,Antifungal,19667
19668,AXE DARK TEMPTION SPRAY 150ML,27,Capsule,Antifungal,19668
19669,AXE DARK TEMPTION SPRAY 150ML,27,Injection,Antifungal,19669
19670,AXE DARK TEMPTION SPRAY 150ML,27,Tablet,Antifungal,19670
19671,AXE DARK TEMPTION SPRAY 150ML,27,Tablet,Antiviral,19671
19672,AXE DARK TEMPTION SPRAY 150ML,27,Capsule,Antifungal,19672
19673,AXE DARK TEMPTION SPRAY 150ML,27,Tablet,Vitamin,19673
19674,AXE DARK TEMPTION SPRAY 150ML,27,Injection,Vitamin,19674
19675,AXE DARK TEMPTION SPRAY 150ML,27,Ointment,Painkiller,19675
19676,AXE DARK TEMPTION SPRAY 150ML,27,Syrup,Painkiller,19676
19677,AXE DARK TEMPTION SPRAY 150ML,27,Ointment,Antiviral,19677
19678,AXE DARK TEMPTION SPRAY 150ML,27,Syrup,Vitamin,19678
19679,AXE DARK TEMPTION SPRAY 150ML,27,Capsule,Painkiller,19679
19680,AXE DARK TEMPTION SPRAY 150ML,27,Tablet,Antiviral,19680
19681,AXE DARK TEMPTION SPRAY 150ML,27,Ointment,Antibiotic,19681
19682,AXE DARK TEMPTION SPRAY 150ML,27,Tablet,Vitamin,19682
19683,AXE DARK TEMPTION SPRAY 150ML,27,Capsule,Antiviral,19683
19853,AYAPENAM VIAL FOR I.V. INF.,14,Injection,Antibiotic,19853
19854,AYAPENAM VIAL FOR I.V. INF.,14,Tablet,Antifungal,19854
19855,AYAPENAM VIAL FOR I.V. INF.,14,Tablet,Antifungal,19855
19876,AZADERM 20% CREAM 30 GM,64,Ointment,Antifungal,19876
19877,AZADERM 20% CREAM 30 GM,64,Capsule,Painkiller,19877
19878,AZADERM 20% CREAM 30 GM,13,Tablet,Vitamin,19878
19879,AZADERM 20% CREAM 30 GM,13,Injection,Antibiotic,19879
19934,AZALIDE 500MG 3 CAPS.,14,Syrup,Painkiller,19934
19935,AZALIDE 500MG 3 CAPS.,14,Syrup,Antifungal,19935
19936,AZALIDE 500MG 3 CAPS.,14,Syrup,Antibiotic,19936
19937,AZALIDE 500MG 3 CAPS.,14,Tablet,Vitamin,19937
19938,AZALIDE 500MG 3 CAPS.,14,Injection,Antiviral,19938
19939,AZALIDE 500MG 3 CAPS.,14,Ointment,Antifungal,19939
19940,AZALIDE 500MG 3 CAPS.,14,Injection,Antibiotic,19940
19984,AZARGA OPHTHALMIC SUSP.,39,Capsule,Antifungal,19984
19985,AZARGA OPHTHALMIC SUSP.,39,Syrup,Painkiller,19985
19986,AZARGA OPHTHALMIC SUSP.,39,Ointment,Painkiller,19986
19987,AZARGA OPHTHALMIC SUSP.,39,Tablet,Painkiller,19987
20008,AZARGA OPHTHALMIC SUSP. 5 ML,70,Syrup,Antibiotic,20008
20009,AZARGA OPHTHALMIC SUSP. 5 ML,70,Tablet,Painkiller,20009
20010,AZARGA OPHTHALMIC SUSP. 5 ML,70,Injection,Antiviral,20010
20011,AZARGA OPHTHALMIC SUSP. 5 ML,70,Tablet,Painkiller,20011
20225,AZATHIOPRINE 50MG 100 TAB. RPG,13,Tablet,Antiviral,20225
20226,AZATHIOPRINE 50MG 100 TAB. RPG,13,Injection,Painkiller,20226
20227,AZATHIOPRINE 50MG 100 TAB. RPG,13,Tablet,Vitamin,20227
20228,AZATHIOPRINE 50MG 100 TAB. RPG,13,Syrup,Antifungal,20228
20229,AZATHIOPRINE 50MG 100 TAB. RPG,13,Ointment,Antiviral,20229
20230,AZATHIOPRINE 50MG 100 TAB. RPG,13,Capsule,Antifungal,20230
20231,AZATHIOPRINE 50MG 100 TAB. RPG,13,Injection,Painkiller,20231
20232,AZATHIOPRINE 50MG 100 TAB. RPG,13,Capsule,Vitamin,20232
20233,AZATHIOPRINE 50MG 100 TAB. RPG,13,Syrup,Antibiotic,20233
20324,AZATHIOPRINE 50MG 30TAB.,32,Capsule,Antibiotic,20324
20325,AZATHIOPRINE 50MG 30TAB.,32,Capsule,Painkiller,20325
20326,AZATHIOPRINE 50MG 30TAB.,32,Syrup,Antibiotic,20326
20327,AZATHIOPRINE 50MG 30TAB.,32,Tablet,Antibiotic,20327
20328,AZATHIOPRINE 50MG 30TAB.,32,Tablet,Antifungal,20328
20329,AZATHIOPRINE 50MG 30TAB.,32,Syrup,Antibiotic,20329
20330,AZATHIOPRINE 50MG 30TAB.,32,Capsule,Antibiotic,20330
20331,AZATHIOPRINE 50MG 30TAB.,32,Ointment,Painkiller,20331
20332,AZATHIOPRINE 50MG 30TAB.,32,Injection,Antiviral,20332
20351,AZATHIOPRINE 50MG 30TAB.,37,Capsule,Antifungal,20351
20352,AZATHIOPRINE 50MG 30TAB.,37,Tablet,Antifungal,20352
20353,AZATHIOPRINE 50MG 30TAB.,37,Syrup,Antifungal,20353
20354,AZATHIOPRINE 50MG 30TAB.,37,Syrup,Antiviral,20354
20355,AZATHIOPRINE 50MG 30TAB.,37,Ointment,Antifungal,20355
20356,AZATHIOPRINE 50MG 30TAB.,37,Injection,Antiviral,20356
20357,AZATHIOPRINE 50MG 30TAB.,37,Injection,Antibiotic,20357
20358,AZATHIOPRINE 50MG 30TAB.,37,Capsule,Antiviral,20358
20359,AZATHIOPRINE 50MG 30TAB.,37,Ointment,Antibiotic,20359
20469,AZATHIOPRINE 50MG TAB.,18,Injection,Vitamin,20469
20470,AZATHIOPRINE 50MG TAB.,18,Ointment,Antiviral,20470
20471,AZATHIOPRINE 50MG TAB.,18,Syrup,Antifungal,20471
20472,AZATHIOPRINE 50MG TAB.,18,Injection,Painkiller,20472
20473,AZATHIOPRINE 50MG TAB.,18,Syrup,Vitamin,20473
20474,AZATHIOPRINE 50MG TAB.,18,Syrup,Painkiller,20474
20701,AZATHIOPRINE RPG 50MG 30 TAB.,14,Ointment,Antiviral,20701
20702,AZATHIOPRINE RPG 50MG 30 TAB.,14,Syrup,Vitamin,20702
20703,AZATHIOPRINE RPG 50MG 30 TAB.,14,Capsule,Vitamin,20703
20704,AZATHIOPRINE RPG 50MG 30 TAB.,14,Ointment,Vitamin,20704
20705,AZATHIOPRINE RPG 50MG 30 TAB.,14,Injection,Vitamin,20705
20706,AZATHIOPRINE RPG 50MG 30 TAB.,13,Tablet,Antibiotic,20706
20707,AZATHIOPRINE RPG 50MG 30 TAB.,13,Injection,Vitamin,20707
20708,AZATHIOPRINE RPG 50MG 30 TAB.,13,Ointment,Vitamin,20708
20709,AZATHIOPRINE RPG 50MG 30 TAB.,13,Injection,Antifungal,20709
20710,AZATHIOPRINE RPG 50MG 30 TAB.,13,Tablet,Antibiotic,20710
21702,AZATHIOPRINE-EV,13,Tablet,Antifungal,21702
21703,AZATHIOPRINE-EV,13,Injection,Vitamin,21703
21704,AZATHIOPRINE-EV,13,Injection,Antiviral,21704
21705,AZATHIOPRINE-EV,13,Tablet,Antiviral,21705
21706,AZATHIOPRINE-EV,13,Syrup,Painkiller,21706
21707,AZATHIOPRINE-EV,13,Tablet,Antifungal,21707
21708,AZATHIOPRINE-EV,13,Ointment,Vitamin,21708
21709,AZATHIOPRINE-EV,13,Ointment,Painkiller,21709
21710,AZATHIOPRINE-EV,13,Tablet,Antifungal,21710
21711,AZATHIOPRINE-EV,13,Capsule,Antiviral,21711
21712,AZATHIOPRINE-EV,13,Injection,Painkiller,21712
21713,AZATHIOPRINE-EV,13,Syrup,Antiviral,21713
21714,AZATHIOPRINE-EV,13,Syrup,Antiviral,21714
21715,AZATHIOPRINE-EV,13,Tablet,Antifungal,21715
21716,AZATHIOPRINE-EV,13,Syrup,Antibiotic,21716
21717,AZATHIOPRINE-EV,13,Capsule,Antibiotic,21717
21718,AZATHIOPRINE-EV,13,Ointment,Antiviral,21718
21719,AZATHIOPRINE-EV,13,Injection,Painkiller,21719
21720,AZATHIOPRINE-EV,13,Injection,Antiviral,21720
21721,AZATHIOPRINE-EV,13,Injection,Vitamin,21721
21722,AZATHIOPRINE-EV,13,Tablet,Antibiotic,21722
21723,AZATHIOPRINE-EV,13,Capsule,Antifungal,21723
21724,AZATHIOPRINE-EV,13,Syrup,Vitamin,21724
21725,AZATHIOPRINE-EV,13,Injection,Antifungal,21725
21726,AZATHIOPRINE-EV,13,Injection,Antiviral,21726
21727,AZATHIOPRINE-EV,13,Injection,Vitamin,21727
21728,AZATHIOPRINE-EV,13,Tablet,Antifungal,21728
21729,AZATHIOPRINE-EV,13,Ointment,Antibiotic,21729
21730,AZATHIOPRINE-EV,13,Syrup,Antifungal,21730
21731,AZATHIOPRINE-EV,13,Capsule,Antifungal,21731
21732,AZATHIOPRINE-EV,13,Tablet,Antifungal,21732
21733,AZATHIOPRINE-EV,13,Ointment,Vitamin,21733
21734,AZATHIOPRINE-EV,13,Ointment,Painkiller,21734
21735,AZATHIOPRINE-EV,13,Syrup,Painkiller,21735
21736,AZATHIOPRINE-EV,13,Syrup,Antiviral,21736
21737,AZATHIOPRINE-EV,13,Syrup,Antiviral,21737
21738,AZATHIOPRINE-EV,13,Syrup,Antifungal,21738
21739,AZATHIOPRINE-EV,13,Injection,Antiviral,21739
21740,AZATHIOPRINE-EV,13,Injection,Antiviral,21740
21741,AZATHIOPRINE-EV,13,Injection,Vitamin,21741
21742,AZATHIOPRINE-EV,13,Injection,Painkiller,21742
21743,AZATHIOPRINE-EV,13,Injection,Vitamin,21743
21744,AZATHIOPRINE-EV,13,Capsule,Antiviral,21744
21745,AZATHIOPRINE-EV,13,Capsule,Antifungal,21745
21746,AZATHIOPRINE-EV,13,Capsule,Antibiotic,21746
21747,AZATHIOPRINE-EV,13,Injection,Antiviral,21747
21748,AZATHIOPRINE-EV,13,Syrup,Antiviral,21748
21749,AZATHIOPRINE-EV,13,Ointment,Antifungal,21749
21750,AZATHIOPRINE-EV,13,Injection,Painkiller,21750
21751,AZATHIOPRINE-EV,13,Ointment,Antiviral,21751
21752,AZATHIOPRINE-EV,13,Injection,Antifungal,21752
21753,AZATHIOPRINE-EV,13,Tablet,Painkiller,21753
21754,AZATHIOPRINE-EV,13,Capsule,Vitamin,21754
21755,AZATHIOPRINE-EV,13,Capsule,Painkiller,21755
21756,AZATHIOPRINE-EV,13,Tablet,Antifungal,21756
21757,AZATHIOPRINE-EV,13,Syrup,Vitamin,21757
21758,AZATHIOPRINE-EV,13,Capsule,Painkiller,21758
21759,AZATHIOPRINE-EV,13,Syrup,Antifungal,21759
21760,AZATHIOPRINE-EV,13,Capsule,Vitamin,21760
21761,AZATHIOPRINE-EV,13,Injection,Antifungal,21761
21762,AZATHIOPRINE-EV,13,Tablet,Antifungal,21762
22190,AZATHIOPRINE-EV,13,Injection,Painkiller,22190
22191,AZATHIOPRINE-EV,13,Capsule,Vitamin,22191
22192,AZATHIOPRINE-EV,13,Syrup,Vitamin,22192
22193,AZATHIOPRINE-EV,13,Tablet,Painkiller,22193
22194,AZATHIOPRINE-EV,13,Capsule,Vitamin,22194
22195,AZATHIOPRINE-EV,13,Ointment,Antifungal,22195
22196,AZATHIOPRINE-EV,13,Injection,Painkiller,22196
22197,AZATHIOPRINE-EV,13,Tablet,Antifungal,22197
22198,AZATHIOPRINE-EV,13,Injection,Antifungal,22198
22199,AZATHIOPRINE-EV,13,Tablet,Antifungal,22199
22200,AZATHIOPRINE-EV,13,Ointment,Antibiotic,22200
22201,AZATHIOPRINE-EV,13,Ointment,Antibiotic,22201
22202,AZATHIOPRINE-EV,13,Syrup,Antifungal,22202
22203,AZATHIOPRINE-EV,13,Ointment,Antiviral,22203
22204,AZATHIOPRINE-EV,13,Capsule,Antibiotic,22204
22205,AZATHIOPRINE-EV,13,Injection,Painkiller,22205
22206,AZATHIOPRINE-EV,13,Capsule,Antifungal,22206
22207,AZATHIOPRINE-EV,13,Injection,Antifungal,22207
22208,AZATHIOPRINE-EV,13,Syrup,Antibiotic,22208
22209,AZATHIOPRINE-EV,13,Ointment,Antiviral,22209
22210,AZATHIOPRINE-EV,13,Ointment,Antifungal,22210
22211,AZATHIOPRINE-EV,13,Tablet,Antifungal,22211
22212,AZATHIOPRINE-EV,13,Ointment,Painkiller,22212
22213,AZATHIOPRINE-EV,13,Capsule,Antiviral,22213
22214,AZATHIOPRINE-EV,13,Capsule,Antifungal,22214
22215,AZATHIOPRINE-EV,13,Injection,Antibiotic,22215
22216,AZATHIOPRINE-EV,13,Syrup,Vitamin,22216
22217,AZATHIOPRINE-EV,13,Tablet,Antifungal,22217
22218,AZATHIOPRINE-EV,13,Tablet,Antibiotic,22218
22219,AZATHIOPRINE-EV,13,Ointment,Antiviral,22219
22220,AZATHIOPRINE-EV,13,Injection,Antiviral,22220
22221,AZATHIOPRINE-EV,13,Injection,Painkiller,22221
22222,AZATHIOPRINE-EV,13,Capsule,Vitamin,22222
22223,AZATHIOPRINE-EV,13,Tablet,Antifungal,22223
22224,AZATHIOPRINE-EV,13,Ointment,Antifungal,22224
22225,AZATHIOPRINE-EV,13,Tablet,Antibiotic,22225
22226,AZATHIOPRINE-EV,13,Capsule,Vitamin,22226
22227,AZATHIOPRINE-EV,13,Syrup,Antiviral,22227
22228,AZATHIOPRINE-EV,13,Capsule,Vitamin,22228
22229,AZATHIOPRINE-EV,13,Injection,Painkiller,22229
22230,AZATHIOPRINE-EV,13,Capsule,Vitamin,22230
22231,AZATHIOPRINE-EV,13,Capsule,Antifungal,22231
22232,AZATHIOPRINE-EV,13,Tablet,Antifungal,22232
22233,AZATHIOPRINE-EV,13,Syrup,Antiviral,22233
22234,AZATHIOPRINE-EV,13,Syrup,Vitamin,22234
22235,AZATHIOPRINE-EV,13,Capsule,Antifungal,22235
22236,AZATHIOPRINE-EV,13,Capsule,Antifungal,22236
22237,AZATHIOPRINE-EV,13,Tablet,Antibiotic,22237
22238,AZATHIOPRINE-EV,13,Ointment,Antiviral,22238
22239,AZATHIOPRINE-EV,13,Syrup,Antibiotic,22239
22240,AZATHIOPRINE-EV,13,Injection,Antibiotic,22240
22241,AZATHIOPRINE-EV,13,Ointment,Vitamin,22241
22242,AZATHIOPRINE-EV,13,Capsule,Antifungal,22242
22243,AZATHIOPRINE-EV,13,Capsule,Antibiotic,22243
22244,AZATHIOPRINE-EV,13,Tablet,Antifungal,22244
22245,AZATHIOPRINE-EV,13,Capsule,Antibiotic,22245
22246,AZATHIOPRINE-EV,13,Capsule,Painkiller,22246
22247,AZATHIOPRINE-EV,13,Syrup,Painkiller,22247
22248,AZATHIOPRINE-EV,13,Syrup,Painkiller,22248
22249,AZATHIOPRINE-EV,13,Ointment,Antibiotic,22249
22250,AZATHIOPRINE-EV,13,Capsule,Antiviral,22250
22373,AZATHIOPRINE-EV,14,Syrup,Antiviral,22373
22374,AZATHIOPRINE-EV,14,Tablet,Antifungal,22374
22375,AZATHIOPRINE-EV,14,Syrup,Antifungal,22375
22376,AZATHIOPRINE-EV,14,Syrup,Vitamin,22376
22377,AZATHIOPRINE-EV,14,Capsule,Vitamin,22377
22378,AZATHIOPRINE-EV,14,Injection,Antibiotic,22378
22379,AZATHIOPRINE-EV,14,Tablet,Painkiller,22379
22380,AZATHIOPRINE-EV,14,Injection,Painkiller,22380
22381,AZATHIOPRINE-EV,14,Ointment,Antifungal,22381
22382,AZATHIOPRINE-EV,14,Capsule,Antibiotic,22382
22383,AZATHIOPRINE-EV,14,Ointment,Antifungal,22383
22384,AZATHIOPRINE-EV,14,Syrup,Vitamin,22384
22385,AZATHIOPRINE-EV,14,Injection,Antibiotic,22385
22386,AZATHIOPRINE-EV,14,Tablet,Vitamin,22386
22387,AZATHIOPRINE-EV,14,Syrup,Vitamin,22387
22388,AZATHIOPRINE-EV,14,Syrup,Antiviral,22388
22389,AZATHIOPRINE-EV,14,Injection,Antifungal,22389
22390,AZATHIOPRINE-EV,14,Ointment,Painkiller,22390
22391,AZATHIOPRINE-EV,14,Tablet,Vitamin,22391
22392,AZATHIOPRINE-EV,14,Tablet,Antibiotic,22392
22393,AZATHIOPRINE-EV,14,Capsule,Antifungal,22393
22394,AZATHIOPRINE-EV,14,Tablet,Antibiotic,22394
22395,AZATHIOPRINE-EV,14,Syrup,Antiviral,22395
22396,AZATHIOPRINE-EV,14,Capsule,Antifungal,22396
22397,AZATHIOPRINE-EV,14,Injection,Vitamin,22397
22398,AZATHIOPRINE-EV,14,Injection,Vitamin,22398
22399,AZATHIOPRINE-EV,14,Ointment,Vitamin,22399
22400,AZATHIOPRINE-EV,14,Injection,Antiviral,22400
22401,AZATHIOPRINE-EV,14,Capsule,Antifungal,22401
22402,AZATHIOPRINE-EV,14,Ointment,Painkiller,22402
22403,AZATHIOPRINE-EV,14,Ointment,Antifungal,22403
22404,AZATHIOPRINE-EV,14,Capsule,Antifungal,22404
22405,AZATHIOPRINE-EV,14,Capsule,Antifungal,22405
22406,AZATHIOPRINE-EV,14,Tablet,Antibiotic,22406
22407,AZATHIOPRINE-EV,14,Tablet,Painkiller,22407
22408,AZATHIOPRINE-EV,14,Capsule,Antiviral,22408
22409,AZATHIOPRINE-EV,14,Ointment,Antiviral,22409
22410,AZATHIOPRINE-EV,14,Syrup,Painkiller,22410
22411,AZATHIOPRINE-EV,14,Ointment,Painkiller,22411
22412,AZATHIOPRINE-EV,14,Injection,Antibiotic,22412
22413,AZATHIOPRINE-EV,14,Syrup,Antiviral,22413
22414,AZATHIOPRINE-EV,14,Ointment,Antibiotic,22414
22415,AZATHIOPRINE-EV,14,Injection,Antifungal,22415
22416,AZATHIOPRINE-EV,14,Capsule,Antiviral,22416
22417,AZATHIOPRINE-EV,14,Ointment,Vitamin,22417
22418,AZATHIOPRINE-EV,14,Ointment,Antibiotic,22418
22419,AZATHIOPRINE-EV,14,Syrup,Antibiotic,22419
22420,AZATHIOPRINE-EV,14,Capsule,Antiviral,22420
22421,AZATHIOPRINE-EV,14,Ointment,Vitamin,22421
22422,AZATHIOPRINE-EV,14,Tablet,Antiviral,22422
22423,AZATHIOPRINE-EV,14,Syrup,Antibiotic,22423
22424,AZATHIOPRINE-EV,14,Capsule,Antiviral,22424
22425,AZATHIOPRINE-EV,14,Capsule,Antibiotic,22425
22426,AZATHIOPRINE-EV,14,Tablet,Antiviral,22426
22427,AZATHIOPRINE-EV,14,Ointment,Antiviral,22427
22428,AZATHIOPRINE-EV,14,Injection,Antibiotic,22428
22429,AZATHIOPRINE-EV,14,Syrup,Antibiotic,22429
22430,AZATHIOPRINE-EV,14,Syrup,Antifungal,22430
22431,AZATHIOPRINE-EV,14,Injection,Antiviral,22431
22432,AZATHIOPRINE-EV,14,Syrup,Antiviral,22432
22433,AZATHIOPRINE-EV,14,Syrup,Vitamin,22433
22983,AZATHIOPRINE-EV,14,Capsule,Painkiller,22983
22984,AZATHIOPRINE-EV,14,Ointment,Antifungal,22984
22985,AZATHIOPRINE-EV,14,Tablet,Antifungal,22985
22986,AZATHIOPRINE-EV,14,Tablet,Painkiller,22986
22987,AZATHIOPRINE-EV,14,Injection,Antibiotic,22987
22988,AZATHIOPRINE-EV,14,Ointment,Antiviral,22988
22989,AZATHIOPRINE-EV,14,Tablet,Antibiotic,22989
22990,AZATHIOPRINE-EV,14,Tablet,Painkiller,22990
22991,AZATHIOPRINE-EV,14,Ointment,Antiviral,22991
22992,AZATHIOPRINE-EV,14,Tablet,Antifungal,22992
22993,AZATHIOPRINE-EV,14,Syrup,Antibiotic,22993
22994,AZATHIOPRINE-EV,14,Ointment,Antiviral,22994
22995,AZATHIOPRINE-EV,14,Injection,Painkiller,22995
22996,AZATHIOPRINE-EV,14,Ointment,Vitamin,22996
22997,AZATHIOPRINE-EV,14,Injection,Vitamin,22997
22998,AZATHIOPRINE-EV,14,Syrup,Antifungal,22998
22999,AZATHIOPRINE-EV,14,Injection,Antibiotic,22999
23000,AZATHIOPRINE-EV,14,Syrup,Painkiller,23000
23001,AZATHIOPRINE-EV,14,Tablet,Painkiller,23001
23002,AZATHIOPRINE-EV,14,Ointment,Antifungal,23002
23003,AZATHIOPRINE-EV,14,Ointment,Antiviral,23003
23004,AZATHIOPRINE-EV,14,Ointment,Painkiller,23004
23005,AZATHIOPRINE-EV,14,Ointment,Antibiotic,23005
23006,AZATHIOPRINE-EV,14,Capsule,Antiviral,23006
23007,AZATHIOPRINE-EV,14,Capsule,Painkiller,23007
23008,AZATHIOPRINE-EV,14,Syrup,Vitamin,23008
23009,AZATHIOPRINE-EV,14,Tablet,Antibiotic,23009
23010,AZATHIOPRINE-EV,14,Capsule,Antiviral,23010
23011,AZATHIOPRINE-EV,14,Ointment,Painkiller,23011
23012,AZATHIOPRINE-EV,14,Syrup,Vitamin,23012
23013,AZATHIOPRINE-EV,14,Injection,Antifungal,23013
23014,AZATHIOPRINE-EV,14,Ointment,Antifungal,23014
23015,AZATHIOPRINE-EV,14,Syrup,Antibiotic,23015
23016,AZATHIOPRINE-EV,14,Tablet,Antifungal,23016
23017,AZATHIOPRINE-EV,14,Syrup,Antifungal,23017
23018,AZATHIOPRINE-EV,14,Syrup,Antiviral,23018
23019,AZATHIOPRINE-EV,14,Capsule,Antifungal,23019
23020,AZATHIOPRINE-EV,14,Tablet,Antiviral,23020
23021,AZATHIOPRINE-EV,14,Tablet,Vitamin,23021
23022,AZATHIOPRINE-EV,14,Ointment,Painkiller,23022
23023,AZATHIOPRINE-EV,14,Ointment,Vitamin,23023
23024,AZATHIOPRINE-EV,14,Injection,Antiviral,23024
23025,AZATHIOPRINE-EV,14,Syrup,Antiviral,23025
23026,AZATHIOPRINE-EV,14,Syrup,Antibiotic,23026
23027,AZATHIOPRINE-EV,14,Injection,Vitamin,23027
23028,AZATHIOPRINE-EV,14,Injection,Painkiller,23028
23029,AZATHIOPRINE-EV,14,Tablet,Vitamin,23029
23030,AZATHIOPRINE-EV,14,Ointment,Antiviral,23030
23031,AZATHIOPRINE-EV,14,Ointment,Painkiller,23031
23032,AZATHIOPRINE-EV,14,Tablet,Painkiller,23032
23033,AZATHIOPRINE-EV,14,Ointment,Antibiotic,23033
